Wind MFI data, 1 minute resolution, GSM coordinates
Year  DOY  millisecs            B          Bx          By          Bz
                               nT          nT          nT          nT
2012  17  26130000         3.86         1.68         2.21         2.51
2012  17  26190000         3.95         1.20         2.61         2.51
2012  17  26250000         4.01         1.28         2.57         2.78
2012  17  26310000         3.99         0.85         2.37         3.06
2012  17  26370000         3.97         1.50         2.72         2.45
2012  17  26430000         3.94         1.39         2.47         2.65
2012  17  26490000         3.96         1.66         2.54         2.51
2012  17  26550000         4.01         1.81         2.33         2.69
2012  17  26610000         4.06         2.67         1.77         2.47
2012  17  26670000         4.04         2.07         1.79         2.86
2012  17  26730000         4.05         1.44         2.31         2.96
2012  17  26790000         4.05         1.64         2.00         3.09
2012  17  26850000         4.06         1.72         1.63         3.28
2012  17  26910000         4.09         2.18         1.24         3.13
2012  17  26970000         4.18         0.21         3.23         2.59
2012  17  27030000         4.18         0.41         3.11         2.73
2012  17  27090000         4.21         0.27         3.60         2.11
2012  17  27150000         4.19         0.80         2.85         2.96
2012  17  27210000         4.20         0.95         2.87         2.90
2012  17  27270000         4.21         0.67         2.89         2.93
2012  17  27330000         4.23        -0.15         3.74         1.95
2012  17  27390000         4.24        -0.13         3.86         1.72
2012  17  27450000         4.25         0.06         3.83         1.82
2012  17  27510000         4.20         0.49         3.43         2.35
2012  17  27570000         4.24         0.03         3.64         2.15
2012  17  27630000         4.22         0.12         3.70         2.02
2012  17  27690000         4.20        -0.08         3.62         2.11
2012  17  27750000         4.22        -0.04         3.68         2.04
2012  17  27810000         4.16         0.29         3.35         2.35
2012  17  27870000         4.13         0.00         3.04         2.79
2012  17  27930000         4.13         0.02         3.19         2.62
2012  17  27990000         4.14        -0.12         3.00         2.82
2012  17  28050000         4.15        -0.20         2.85         3.00
2012  17  28110000         4.14        -0.19         3.27         2.52
2012  17  28170000         4.15        -0.12         3.37         2.42
2012  17  28230000         4.14        -0.19         3.30         2.49
2012  17  28290000         4.14         0.11         3.12         2.71
2012  17  28350000         4.13         0.04         2.97         2.87
2012  17  28410000         4.14         0.19         2.75         3.07
2012  17  28470000         4.10         0.32         2.55         3.20
2012  17  28530000         4.17        -0.06         2.85         3.03
2012  17  28590000         4.20        -0.37         3.19         2.71
2012  17  28650000         4.17        -0.54         3.17         2.65
2012  17  28710000         4.18        -0.67         3.23         2.54
2012  17  28770000         4.19        -0.53         3.26         2.57
2012  17  28830000         4.14        -0.66         3.22         2.49
2012  17  28890000         4.09         0.41         2.66         3.02
2012  17  28950000         4.10         0.74         2.27         3.25
2012  17  29010000         4.08         0.73         2.49         3.09
2012  17  29070000         4.07         0.57         2.59         3.06
2012  17  29130000         4.07         0.32         2.54         3.14
2012  17  29190000         4.08         0.54         2.77         2.92
2012  17  29250000         4.09         0.61         2.73         2.92
2012  17  29310000         4.07         0.53         2.34         3.26
2012  17  29370000         4.12         0.57         2.06         3.40
2012  17  29430000         4.08         1.18         2.35         3.06
2012  17  29490000         4.09         1.41         2.38         2.91
2012  17  29550000         4.07         1.45         2.62         2.76
2012  17  29610000         4.13         1.40         2.44         3.00
2012  17  29670000         4.11         1.95         2.34         2.74
2012  17  29730000         4.07         1.97         2.17         2.81
2012  17  29790000         4.12         2.00         1.74         3.13
2012  17  29850000         4.13         2.15         1.39         3.24
2012  17  29910000         4.05         1.81         1.51         3.29
2012  17  29970000         4.07         1.74         1.62         3.29
2012  17  30030000         4.14         1.82         1.63         3.32
2012  17  30090000         4.07         1.26         1.82         3.40
2012  17  30150000         3.90         2.01         0.90         3.12
2012  17  30210000         3.91         1.89         1.37         3.06
2012  17  30270000         4.00         1.30         1.80         3.26
2012  17  30330000         3.97         1.70         1.74         3.08
2012  17  30390000         4.05         2.37         1.07         3.07
2012  17  30450000         4.09         2.61         0.68         3.03
2012  17  30510000         3.97         2.86         0.31         2.64
2012  17  30570000         3.59         2.55         0.32         2.23
2012  17  30630000         3.20         1.77        -2.43         0.03
2012  17  30690000         3.25         1.79        -2.43        -0.01
2012  17  30750000         3.19         0.84        -2.25         1.91
2012  17  30810000         3.15         1.64        -1.85         0.24
2012  17  30870000         3.51         2.08        -2.78        -0.02
2012  17  30930000         3.83         2.16        -3.11        -0.54
2012  17  30990000         3.83         2.36        -2.94        -0.57
2012  17  31050000         3.85         2.63        -2.76        -0.26
2012  17  31110000         3.88         2.43        -2.87        -0.77
2012  17  31170000         4.03         3.64        -1.48        -0.12
2012  17  31230000         3.99         3.93        -0.53        -0.17
2012  17  31290000         4.01         3.94        -0.34        -0.42
2012  17  31350000         3.90         3.81        -0.58        -0.47
2012  17  31410000         3.94         3.87        -0.67        -0.11
2012  17  31470000         4.06         3.88        -1.11        -0.27
2012  17  31530000         4.22         3.90        -1.28        -0.95
2012  17  31590000         4.24         3.86        -1.23        -1.25
2012  17  31650000         4.16         3.81        -1.02        -1.33
2012  17  31710000         4.17         3.74        -1.01        -1.54
2012  17  31770000         4.23         3.86        -0.93        -1.44
2012  17  31830000         4.13         3.78        -0.68        -1.35
2012  17  31890000         4.09         4.02        -0.44        -0.59
2012  17  31950000         4.08         4.05        -0.45        -0.07
2012  17  32010000         4.10         4.07        -0.37         0.22
2012  17  32070000         3.94         3.94        -0.06        -0.04
2012  17  32130000         3.85         3.66         0.55        -0.79
2012  17  32190000         3.87         3.03         0.49        -1.29
2012  17  32250000         3.92         2.44        -1.25        -2.79
2012  17  32310000         4.30         2.34        -1.69        -3.18
2012  17  32370000         4.39         2.09        -1.75        -3.44
2012  17  32430000         4.48         2.10        -1.97        -3.42
2012  17  32490000         4.52         2.37        -1.65        -3.46
2012  17  32550000         4.46         2.14        -1.51        -3.60
2012  17  32610000         4.47         2.08        -1.28        -3.72
2012  17  32670000         4.14         1.95        -1.30        -2.37
2012  17  32730000         4.08         2.98        -2.53         0.95
2012  17  32790000         4.40         3.05        -3.15        -0.07
2012  17  32850000         4.38         2.91        -3.24        -0.36
2012  17  32910000         4.47         3.14        -3.01        -0.98
2012  17  32970000         4.40         2.78        -2.44        -2.09
2012  17  33030000         4.50         2.49        -1.99        -3.18
2012  17  33090000         4.48         2.36        -1.91        -3.29
2012  17  33150000         4.44         2.37        -1.90        -3.21
2012  17  33210000         4.44         2.32        -2.02        -3.13
2012  17  33270000         4.45         2.14        -2.56        -2.92
2012  17  33330000         4.47         1.51        -2.52        -3.34
2012  17  33390000         4.47         1.49        -3.24        -2.64
2012  17  33450000         4.47         1.60        -3.54        -2.17
2012  17  33510000         4.39         1.60        -3.74        -1.55
2012  17  33570000         4.42         1.99        -3.48        -1.79
2012  17  33630000         4.40         2.79        -2.75        -1.94
2012  17  33690000         4.31         2.85        -2.76        -1.66
2012  17  33750000         4.30         2.73        -2.66        -1.98
2012  17  33810000         4.28         2.81        -2.66        -1.80
2012  17  33870000         4.35         2.84        -2.50        -2.12
2012  17  33930000         4.35         2.76        -2.39        -2.35
2012  17  33990000         4.28         2.87        -2.03        -2.43
2012  17  34050000         4.21         2.63        -2.10        -2.47
2012  17  34110000         3.97         1.79        -3.14        -1.46
2012  17  34170000         3.96         2.13        -2.98        -1.45
2012  17  34230000         3.96         2.13        -3.04        -1.35
2012  17  34290000         3.98         2.19        -3.00        -1.39
2012  17  34350000         3.92         1.81        -3.19        -1.34
2012  17  34410000         3.91         1.68        -3.07        -1.70
2012  17  34470000         3.87         1.77        -3.05        -1.49
2012  17  34530000         3.81         2.26        -2.30        -2.01
2012  17  34590000         3.83         2.14        -2.61        -1.74
2012  17  34650000         3.92         1.89        -2.94        -1.63
2012  17  34710000         3.88         2.32        -2.95        -0.92
2012  17  34770000         3.88         2.27        -2.78        -1.44
2012  17  34830000         3.97         2.29        -2.71        -1.75
2012  17  34890000         4.11         2.24        -2.03        -2.73
2012  17  34950000         3.96         2.05        -1.45        -3.05
2012  17  35010000         3.94         2.17        -0.88        -3.10
2012  17  35070000         3.88         2.21        -1.34        -2.81
2012  17  35130000         3.83         1.64        -2.75        -2.04
2012  17  35190000         3.95         1.46        -3.39        -1.14
2012  17  35250000         3.94         1.44        -3.57        -0.81
2012  17  35310000         4.12         1.65        -3.53        -1.23
2012  17  35370000         4.26         1.64        -1.18        -3.72
2012  17  35430000         4.28         1.57        -2.11        -3.36
2012  17  35490000         4.28         1.44        -2.75        -2.89
2012  17  35550000         4.09         1.37        -3.25        -1.99
2012  17  35610000         3.97         0.87        -3.20        -2.11
2012  17  35670000         3.92         1.24        -2.55        -2.54
2012  17  35730000         4.07         1.20        -2.59        -2.47
2012  17  35790000         4.13         1.31        -1.90        -3.41
2012  17  35850000         4.18         1.58        -1.84        -3.36
2012  17  35910000         4.14         1.53        -2.94        -2.37
2012  17  35970000         3.95         1.78        -3.19        -1.48
2012  17  36030000         4.03         2.00        -2.99        -1.80
2012  17  36090000         4.13         1.95        -3.24        -1.66
2012  17  36150000         4.06         1.88        -3.19        -1.63
2012  17  36210000         3.88         2.07        -2.81        -1.66
2012  17  36270000         3.74         1.86        -2.96        -1.28
2012  17  36330000         3.89         2.10        -3.05        -0.89
2012  17  36390000         4.32         2.73        -3.11        -0.68
2012  17  36450000         4.04         2.76        -2.91        -0.33
2012  17  36510000         4.37         3.01        -3.17         0.11
2012  17  36570000         4.05         2.79        -2.91        -0.10
2012  17  36630000         4.25         3.10        -2.82         0.17
2012  17  36690000         4.40         3.56        -2.41         0.87
2012  17  36750000         4.34         3.03        -2.78         0.98
2012  17  36810000         4.09         1.39        -2.23        -2.93
2012  17  36870000         4.16         1.12        -1.47        -3.70
2012  17  36930000         4.14         2.04        -2.59        -2.51
2012  17  36990000         4.14         2.37        -2.37        -2.42
2012  17  37050000         4.35         3.03        -2.27        -2.12
2012  17  37110000         4.39         3.28        -2.46        -1.55
2012  17  37170000         4.34         3.27        -2.69        -0.83
2012  17  37230000         4.25         2.99        -2.97        -0.46
2012  17  37290000         4.23         2.66        -3.18        -0.80
2012  17  37350000         4.17         2.63        -3.12        -0.72
2012  17  37410000         4.06         2.84        -2.77        -0.86
2012  17  37470000         4.14         3.02        -2.61        -1.07
2012  17  37530000         4.14         3.22        -2.40        -0.94
2012  17  37590000         4.22         3.51        -2.12        -0.94
2012  17  37650000         4.40         2.23        -3.48         0.82
2012  17  37710000         4.44         1.68        -3.60         1.94
2012  17  37770000         4.43         1.90        -3.67         1.59
2012  17  37830000         4.43         2.11        -3.61         1.46
2012  17  37890000         4.33         2.00        -3.58         1.38
2012  17  37950000         4.33         2.10        -3.51         1.41
2012  17  38010000         4.32         2.35        -3.37         1.30
2012  17  38070000         4.33         2.36        -3.24         1.64
2012  17  38130000         4.29         2.16        -3.15         1.96
2012  17  38190000         4.30         2.19        -3.29         1.67
2012  17  38250000         4.30         2.20        -3.40         1.44
2012  17  38310000         4.28         2.13        -3.47         1.33
2012  17  38370000         4.32         2.45        -3.24         1.45
2012  17  38430000         4.19         2.44        -2.95         1.65
2012  17  38490000         3.89         1.90        -3.01         1.51
2012  17  38550000         4.02         2.05        -3.14         1.46
2012  17  38610000         4.18         2.18        -3.27         1.38
2012  17  38670000         4.16         2.66        -0.70         3.04
2012  17  38730000         4.14         2.77        -0.75         2.96
2012  17  38790000         4.15         2.54        -1.14         3.07
2012  17  38850000         4.13         2.48        -1.36         3.00
2012  17  38910000         4.15         2.33        -1.61         3.02
2012  17  38970000         4.00         2.15        -1.15         3.16
2012  17  39030000         4.00         2.09        -1.57         3.02
2012  17  39090000         4.07         1.94        -1.92         3.01
2012  17  39150000         3.86         1.82        -1.73         2.90
2012  17  39210000         3.78         1.54        -1.60         3.04
2012  17  39270000         3.53         1.29        -1.64         2.42
2012  17  39330000         3.82         2.19        -3.10         0.17
2012  17  39390000         3.93         2.30        -3.18         0.12
2012  17  39450000         3.70         1.60        -2.98         1.18
2012  17  39510000         3.86         1.98        -3.25         0.43
2012  17  39570000         3.83         2.29        -2.99         0.54
2012  17  39630000         3.87         2.37        -2.99         0.62
2012  17  39690000         3.89         2.37        -3.03         0.54
2012  17  39750000         3.93         2.59        -2.90         0.54
2012  17  39810000         3.95         2.60        -2.88         0.62
2012  17  39870000         3.96         2.54        -2.99         0.44
2012  17  39930000         3.94         2.39        -2.98         0.90
2012  17  39990000         3.98         2.05        -3.26         0.91
2012  17  40050000         4.00         2.37        -3.11         0.74
2012  17  40110000         4.01         2.48        -3.10         0.52
2012  17  40170000         4.01         2.77        -2.83         0.41
2012  17  40230000         4.02         2.96        -2.67         0.47
2012  17  40290000         4.06         3.11        -2.59        -0.10
2012  17  40350000         4.13         3.21        -2.56        -0.34
2012  17  40410000         4.13         3.24        -2.48        -0.63
2012  17  40470000         4.03         2.65        -2.99         0.36
2012  17  40530000         4.04         2.80        -2.90        -0.13
2012  17  40590000         4.03         2.64        -3.03        -0.10
2012  17  40650000         3.93         2.45        -3.04        -0.35
2012  17  40710000         3.89         2.11        -3.21        -0.42
2012  17  40770000         3.86         2.26        -3.00        -0.19
2012  17  40830000         3.66         1.79        -2.72         1.66
2012  17  40890000         3.55         1.14        -3.13         1.16
2012  17  40950000         3.48         1.29        -2.84         1.53
2012  17  41010000         3.44         1.33        -2.87         1.33
2012  17  41070000         3.42         1.33        -2.91         1.17
2012  17  41130000         3.44         1.34        -2.87         1.32
2012  17  41190000         3.49         1.09        -2.99         1.43
2012  17  41250000         3.73         1.21        -3.27         1.31
2012  17  41310000         3.88         1.07        -3.60         0.96
2012  17  41370000         3.88         1.13        -3.58         0.96
2012  17  41430000         3.86         1.46        -3.40         0.97
2012  17  41490000         3.84         2.21        -3.13         0.04
2012  17  41550000         3.58         2.30        -2.67         0.54
2012  17  41610000         3.34         2.44        -1.76         1.10
2012  17  41670000         3.51         2.42        -2.40        -0.66
2012  17  41730000         3.64         2.55        -2.49        -0.61
2012  17  41790000         3.43         2.36        -2.46        -0.20
2012  17  41850000         3.63         2.67        -2.39        -0.37
2012  17  41910000         3.63         3.23        -1.56         0.27
2012  17  41970000         3.61         3.30        -1.13         0.66
2012  17  42030000         3.64         3.21        -1.46         0.62
2012  17  42090000         3.64         3.31        -1.15         0.60
2012  17  42150000         3.71         3.47        -0.92        -0.11
2012  17  42210000         3.67         3.53        -0.96        -0.28
2012  17  42270000         3.67         3.48        -1.03        -0.51
2012  17  42330000         3.70         3.42        -1.20        -0.67
2012  17  42390000         3.69         3.33        -1.09        -1.12
2012  17  42450000         3.55         3.32        -0.86        -0.89
2012  17  42510000         3.56         3.21        -1.06        -1.11
2012  17  42570000         3.65         3.43        -0.67        -1.05
2012  17  42630000         3.65         3.45        -0.11        -1.14
2012  17  42690000         3.64         3.06        -1.85        -0.56
2012  17  42750000         3.58         3.13        -1.65        -0.43
2012  17  42810000         3.63         3.39        -1.01        -0.74
2012  17  42870000         3.63         3.48        -0.76        -0.64
2012  17  42930000         3.62         3.41        -1.10        -0.34
2012  17  42990000         3.65         3.57        -0.55        -0.34
2012  17  43050000         3.64         3.52        -0.72         0.16
2012  17  43110000         3.64         3.19        -1.43         0.01
2012  17  43170000         3.67         3.26        -1.57         0.22
2012  17  43230000         3.64         2.67        -2.39         0.36
2012  17  43290000         3.51         2.83        -2.05        -0.08
2012  17  43350000         3.36         2.89        -1.59        -0.58
2012  17  43410000         3.36         2.54        -1.75        -1.19
2012  17  43470000         3.75         2.22        -2.29        -1.82
2012  17  43530000         3.72         2.66        -2.35        -1.01
2012  17  43590000         3.71         2.72        -2.28        -1.03
2012  17  43650000         3.69         2.82        -2.14        -1.02
2012  17  43710000         3.73         3.11        -1.99        -0.40
2012  17  43770000         3.72         3.29        -1.69        -0.17
2012  17  43830000         3.76         2.87        -2.08         1.02
2012  17  43890000         3.75         2.88        -2.02         0.99
2012  17  43950000         3.75         3.08        -1.82         1.04
2012  17  44010000         3.78         3.03        -2.01         0.89
2012  17  44070000         3.67         2.85        -1.79         1.40
2012  17  44130000         3.74         3.36        -0.77         1.38
2012  17  44190000         3.70         3.36        -0.31         1.43
2012  17  44250000         3.68         3.26        -1.22         1.14
2012  17  44310000         3.78         3.42        -1.30         0.83
2012  17  44370000         3.78         3.43        -1.33         0.65
2012  17  44430000         3.84         3.41        -1.66         0.57
2012  17  44490000         3.80         3.22        -1.96         0.02
2012  17  44550000         3.52         2.80        -2.08        -0.42
2012  17  44610000          NaN          NaN          NaN          NaN
2012  17  44670000          NaN          NaN          NaN          NaN
2012  17  44730000         3.48         2.87        -1.73        -0.79
2012  17  44790000         2.23         1.98        -1.00         0.13
2012  17  44850000         3.25         2.96        -1.32         0.10
2012  17  44910000         3.55         3.40        -0.75         0.48
2012  17  44970000         3.70         3.60        -0.47         0.65
2012  17  45030000         3.71         3.37        -1.18         0.97
2012  17  45090000         3.73         2.89        -2.14         0.79
2012  17  45150000         3.79         3.39        -1.48         0.78
2012  17  45210000         3.76         3.61        -0.65         0.75
2012  17  45270000         3.74         3.54        -0.49         1.05
2012  17  45330000         3.74         3.43         0.70         1.06
2012  17  45390000         3.79         3.60        -0.88         0.62
2012  17  45450000         3.79         3.35         0.05         1.36
2012  17  45510000         3.90         3.04        -1.90         1.38
2012  17  45570000         3.90         2.38        -2.66         1.51
2012  17  45630000         3.78         1.91        -2.89         1.51
2012  17  45690000         3.79         1.86        -2.84         1.68
2012  17  45750000         3.58         1.72        -2.60         1.72
2012  17  45810000         3.38         1.83        -2.33         1.60
2012  17  45870000         3.46         2.13        -2.17         1.62
2012  17  45930000         3.39         2.38        -1.97         1.33
2012  17  45990000         3.46         2.79        -1.77         1.02
2012  17  46050000         3.70         3.01        -1.76         1.23
2012  17  46110000         3.57         2.79        -1.14         1.68
2012  17  46170000         3.27         2.22        -2.06         1.22
2012  17  46230000         3.44         2.24        -2.34         1.13
2012  17  46290000         3.62         2.20        -2.54         1.26
2012  17  46350000         3.67         1.81        -3.04         0.86
2012  17  46410000         2.98         1.76        -2.27         0.67
2012  17  46470000         2.72         1.41        -2.25         0.50
2012  17  46530000         3.54         1.84        -2.87         0.81
2012  17  46590000         3.39         1.05        -3.17         0.19
2012  17  46650000         3.41         1.18        -2.89        -0.81
2012  17  46710000         3.29         0.92        -2.44        -0.92
2012  17  46770000         3.24         1.48        -1.91        -1.36
2012  17  46830000         3.32         1.54        -1.89        -1.17
2012  17  46890000         3.19        -0.91        -2.95        -0.35
2012  17  46950000         3.29        -1.20        -2.99        -0.47
2012  17  47010000         3.66        -1.26        -3.29        -0.86
2012  17  47070000         3.81        -1.55        -3.41        -0.58
2012  17  47130000         3.80        -1.83        -3.22        -0.80
2012  17  47190000         3.81        -1.80        -3.16        -1.11
2012  17  47250000         3.69        -2.01        -2.72        -1.26
2012  17  47310000         3.58        -0.50        -2.17        -1.23
2012  17  47370000         3.55         3.17        -1.38        -0.68
2012  17  47430000         3.72         3.45        -1.17        -0.46
2012  17  47490000         3.79         2.72        -2.50        -0.69
2012  17  47550000         3.71         2.59        -2.51        -0.81
2012  17  47610000         3.78         2.79        -2.45        -0.68
2012  17  47670000         3.85         2.78        -2.59        -0.58
2012  17  47730000         3.87         2.58        -2.82        -0.60
2012  17  47790000         4.00         2.44        -3.10        -0.69
2012  17  47850000         3.87         2.42        -2.98        -0.46
2012  17  47910000         3.72         1.24        -2.97        -0.01
2012  17  47970000         3.86        -1.31        -3.37         1.20
2012  17  48030000         4.08         0.57        -3.92         0.71
2012  17  48090000         4.30         0.21        -4.18         0.94
2012  17  48150000         4.31         0.13        -4.21         0.88
2012  17  48210000         4.11        -0.62        -3.79        -0.22
2012  17  48270000         4.00        -1.22        -3.32        -1.43
2012  17  48330000         3.94         0.06        -3.48        -0.25
2012  17  48390000         3.84         0.37        -3.57         0.05
2012  17  48450000         3.65         1.55        -3.17         0.14
2012  17  48510000         3.77         1.77        -3.29         0.02
2012  17  48570000         3.96         2.16        -3.30        -0.35
2012  17  48630000         3.92         2.12        -3.18        -0.78
2012  17  48690000         3.91         1.86        -3.16        -1.30
2012  17  48750000         3.95         1.96        -3.10        -1.28
2012  17  48810000         3.95         2.12        -2.86        -1.54
2012  17  48870000         3.95         2.73        -2.65        -0.92
2012  17  48930000         4.00         2.53        -2.45        -1.83
2012  17  48990000         4.11         2.03        -2.95        -1.79
2012  17  49050000         4.41         2.86        -2.95        -1.54
2012  17  49110000         4.39         2.72        -3.09        -1.40
2012  17  49170000         4.42         2.01        -3.82        -0.74
2012  17  49230000         4.41         1.78        -3.86        -1.10
2012  17  49290000         4.32         1.50        -3.89        -1.10
2012  17  49350000         4.36         1.72        -3.84        -1.06
2012  17  49410000         4.36         1.74        -3.87        -0.94
2012  17  49470000         4.36         1.42        -4.04        -0.70
2012  17  49530000         4.34         1.35        -3.96        -1.03
2012  17  49590000         4.33         1.59        -3.88        -1.00
2012  17  49650000         4.34         1.94        -3.48        -1.62
2012  17  49710000         4.33         1.77        -3.58        -1.45
2012  17  49770000         4.28         1.15        -3.83        -1.32
2012  17  49830000         4.24         2.09        -3.57        -0.77
2012  17  49890000         4.30         1.75        -3.54        -1.43
2012  17  49950000         4.27         2.57        -3.19        -0.83
2012  17  50010000         4.31         2.56        -3.14        -1.35
2012  17  50070000         4.29         3.06        -2.67        -1.34
2012  17  50130000         4.27         2.83        -2.78        -1.57
2012  17  50190000         4.26         3.02        -2.54        -1.59
2012  17  50250000         4.28         2.57        -2.92        -1.71
2012  17  50310000         4.29         2.54        -3.01        -1.64
2012  17  50370000         4.38         2.28        -3.17        -1.83
2012  17  50430000         4.39         2.88        -2.75        -1.83
2012  17  50490000         4.35         2.14        -3.54        -0.85
2012  17  50550000         4.40         2.44        -3.40        -1.27
2012  17  50610000         4.40         2.20        -3.43        -1.61
2012  17  50670000         4.43         1.93        -3.20        -2.32
2012  17  50730000         4.40         2.48        -2.16        -2.85
2012  17  50790000         4.39         3.04        -1.97        -2.37
2012  17  50850000         4.22         3.19        -1.90        -1.90
2012  17  50910000         4.14         3.31        -1.64        -1.79
2012  17  50970000         3.96         3.01        -2.23        -0.94
2012  17  51030000         4.03         3.19        -2.08        -1.18
2012  17  51090000         4.08         2.92        -2.49        -1.31
2012  17  51150000         4.07         2.55        -2.77        -1.43
2012  17  51210000         4.17         2.62        -2.88        -1.44
2012  17  51270000         4.27         2.34        -3.08        -1.79
2012  17  51330000         4.18         2.34        -2.91        -1.80
2012  17  51390000         3.98         3.34        -2.05        -0.66
2012  17  51450000         3.90         3.40        -1.84        -0.27
2012  17  51510000         4.02         3.87        -0.63         0.50
2012  17  51570000         4.07         3.88        -0.86         0.22
2012  17  51630000         4.29         3.17        -2.71        -0.74
2012  17  51690000         4.36         3.11        -2.86        -1.06
2012  17  51750000         4.35         3.02        -2.90        -1.16
2012  17  51810000         4.36         3.05        -2.90        -1.04
2012  17  51870000         4.35         3.40        -2.42        -1.20
2012  17  51930000         4.35         3.36        -2.41        -1.33
2012  17  51990000         4.33         3.48        -2.12        -1.45
2012  17  52050000         4.00         3.70         0.05        -1.29
2012  17  52110000         3.85         3.39        -0.68        -1.38
2012  17  52170000         3.84         3.06        -1.49        -1.60
2012  17  52230000         3.83         2.43        -2.60        -1.34
2012  17  52290000         3.88         2.94        -1.76        -1.71
2012  17  52350000         3.95         2.10        -2.57        -1.96
2012  17  52410000         3.84         2.24        -2.63        -1.66
2012  17  52470000         3.80         2.22        -2.69        -1.45
2012  17  52530000         3.76         2.17        -2.25        -1.99
2012  17  52590000         3.83         3.32        -1.88         0.12
2012  17  52650000         3.79         3.41        -1.35        -0.19
2012  17  52710000         3.74         2.51        -2.45        -1.15
2012  17  52770000         3.69         1.94        -2.79        -1.19
2012  17  52830000         3.61         2.20        -2.67        -0.68
2012  17  52890000         3.70         1.90        -3.03        -0.82
2012  17  52950000         3.70         1.88        -2.69        -1.58
2012  17  53010000         3.65         1.71        -2.61        -1.80
2012  17  53070000         3.85         2.22        -2.58        -1.75
2012  17  53130000         3.83         2.16        -2.42        -1.98
2012  17  53190000         3.88         2.01        -2.63        -1.87
2012  17  53250000         3.85         1.64        -2.89        -1.89
2012  17  53310000         3.94         1.63        -2.16        -2.69
2012  17  53370000         3.92         2.03        -3.05        -1.35
2012  17  53430000         3.90         1.41        -2.95        -2.05
2012  17  53490000         3.69         0.81        -1.92        -2.90
2012  17  53550000         3.84         1.38        -2.43        -2.51
2012  17  53610000         3.91         1.21        -2.88        -2.31
2012  17  53670000         3.89         1.86        -2.75        -1.97
2012  17  53730000         3.60         2.24        -2.59        -1.04
2012  17  53790000         3.33         2.39        -2.05         0.21
2012  17  53850000         2.90         0.27         1.39         2.45
2012  17  53910000         2.73         0.90         1.18         2.24
2012  17  53970000         2.61         1.91         0.53         1.62
2012  17  54030000         2.14         1.43         0.37         1.53
2012  17  54090000         2.87         1.91         0.11         2.07
2012  17  54150000         2.72         1.38        -1.31         1.31
2012  17  54210000         2.67         1.21        -1.47         1.76
2012  17  54270000         2.82         1.68        -1.44         1.49
2012  17  54330000         3.29         1.01        -2.10         2.04
2012  17  54390000         3.30         0.63        -2.13         2.41
2012  17  54450000         3.04         1.77        -2.45        -0.10
2012  17  54510000         3.41         2.04        -2.19         1.12
2012  17  54570000         3.87         1.06        -1.41         3.30
2012  17  54630000         4.22         1.17        -1.47         3.76
2012  17  54690000         4.07         0.04         0.46         3.90
2012  17  54750000         4.04        -0.55         0.92         3.88
2012  17  54810000         4.05        -0.53         0.59         3.96
2012  17  54870000         4.10        -0.55        -0.32         4.01
2012  17  54930000         4.03        -0.64        -0.78         3.87
2012  17  54990000         4.00        -0.82        -0.37         3.86
2012  17  55050000         3.95        -0.94        -0.22         3.78
2012  17  55110000         3.88        -0.98        -0.31         3.73
2012  17  55170000         3.86        -0.59         0.73         3.71
2012  17  55230000         3.82        -0.09         1.91         3.25
2012  17  55290000         3.87         0.43         0.18         3.63
2012  17  55350000         3.78         2.00        -1.98         2.41
2012  17  55410000         3.94         2.43        -2.34         1.99
2012  17  55470000         3.82         2.50        -2.20         1.81
2012  17  55530000         3.76         2.32        -1.92         2.15
2012  17  55590000         3.59         1.90        -2.19         1.85
2012  17  55650000         4.02         1.14        -2.64         2.75
2012  17  55710000         3.89         2.17        -3.06        -0.14
2012  17  55770000         3.89         1.70        -2.69         1.92
2012  17  55830000         4.06         1.06        -3.41         1.72
2012  17  55890000         4.14         1.70        -3.16         2.01
2012  17  55950000         4.02         1.93        -2.22         2.16
2012  17  56010000         3.82         1.61        -0.30         3.40
2012  17  56070000         3.83         1.67        -0.76         3.30
2012  17  56130000         3.82         2.05        -1.19         2.91
2012  17  56190000         3.84         2.08        -0.79         3.11
2012  17  56250000         3.87         2.64         0.90         2.33
2012  17  56310000         3.87         2.46        -0.32         2.72
2012  17  56370000         3.92         2.59         0.07         2.76
2012  17  56430000         3.91         2.41        -0.89         2.86
2012  17  56490000         3.81         2.78        -0.92         2.41
2012  17  56550000         3.99         2.86        -0.45         2.58
2012  17  56610000         3.95         3.26         0.48         1.99
2012  17  56670000         4.08         3.38         0.73         2.14
2012  17  56730000         4.21         3.35         0.60         2.17
2012  17  56790000         4.17         3.73         1.50         0.97
2012  17  56850000         4.20         3.96         0.81         0.98
2012  17  56910000         4.23         3.51         1.51         1.60
2012  17  56970000         3.89         3.26         1.40         1.51
2012  17  57030000         4.08         3.42         1.11         1.50
2012  17  57090000         4.29         4.04        -0.13         1.35
2012  17  57150000         4.22         4.06        -0.59         0.87
2012  17  57210000         4.46         4.43        -0.03         0.36
2012  17  57270000         4.36         4.08        -1.35         0.15
2012  17  57330000         4.29         3.97        -1.53        -0.21
2012  17  57390000         4.39         3.85        -1.52        -1.15
2012  17  57450000         4.38         3.62        -0.84        -2.26
2012  17  57510000         4.21         3.29        -1.35        -1.93
2012  17  57570000         4.39         3.52        -1.00         2.21
2012  17  57630000         4.46         3.80        -0.95         2.07
2012  17  57690000         4.50         3.77        -1.05         2.15
2012  17  57750000         4.53         4.05        -0.92         1.78
