Wind MFI data, 1 minute resolution, GSM coordinates
Year  DOY  millisecs            B          Bx          By          Bz
                               nT          nT          nT          nT
2012  10  22530000         5.58        -1.23        -5.38         0.71
2012  10  22590000         5.65        -1.46        -5.33         1.08
2012  10  22650000         5.66        -1.88        -5.14         1.44
2012  10  22710000         5.63        -1.77        -5.12         1.49
2012  10  22770000         5.70        -1.34        -5.29         1.62
2012  10  22830000         5.61        -0.92        -5.27         1.60
2012  10  22890000         5.57        -1.09        -5.06         1.94
2012  10  22950000         5.59        -0.89        -5.10         1.70
2012  10  23010000         5.79        -2.80        -3.78         3.30
2012  10  23070000         5.77        -2.34        -3.45         3.88
2012  10  23130000         5.94        -2.29        -4.07         3.63
2012  10  23190000         5.99        -2.05        -4.70         3.08
2012  10  23250000         6.09        -2.15        -5.00         2.68
2012  10  23310000         6.08        -2.33        -4.91         2.68
2012  10  23370000         6.21        -2.52        -5.25         2.05
2012  10  23430000         6.31        -2.41        -5.52         1.85
2012  10  23490000         6.28        -2.83        -5.32         1.73
2012  10  23550000         6.39        -2.37        -5.66         1.73
2012  10  23610000         6.41        -1.96        -5.98         1.15
2012  10  23670000         6.30        -1.64        -6.04         0.63
2012  10  23730000         6.22        -1.85        -5.82         1.00
2012  10  23790000         6.30        -1.95        -5.85         1.26
2012  10  23850000         6.32        -1.53        -6.06         0.91
2012  10  23910000         6.32        -0.74        -6.17         1.11
2012  10  23970000         6.34        -1.34        -6.00        -0.68
2012  10  24030000         6.29        -1.43        -6.03        -1.06
2012  10  24090000         6.39        -1.47        -6.19        -0.51
2012  10  24150000         6.38        -1.61        -6.09        -0.97
2012  10  24210000         6.28        -1.07        -6.03        -1.27
2012  10  24270000         6.36        -1.49        -6.03        -1.30
2012  10  24330000         6.29        -1.56        -5.87        -1.60
2012  10  24390000         6.24        -1.28        -5.78        -1.94
2012  10  24450000         6.21        -1.29        -5.66        -2.21
2012  10  24510000         6.21        -0.92        -5.80        -1.99
2012  10  24570000         6.19        -0.90        -5.67        -2.30
2012  10  24630000         6.17        -0.58        -5.53        -2.65
2012  10  24690000         6.15        -1.37        -5.32        -2.56
2012  10  24750000         6.47        -1.87        -5.68        -2.45
2012  10  24810000         6.49        -1.98        -5.85        -1.95
2012  10  24870000         6.48        -2.25        -5.88        -1.48
2012  10  24930000         6.78        -2.37        -6.07        -1.89
2012  10  24990000         6.82        -2.22        -6.09        -2.07
2012  10  25050000         6.86        -2.37        -5.91        -2.54
2012  10  25110000         6.99        -2.49        -6.15        -2.19
2012  10  25170000         6.89        -2.46        -6.03        -2.22
2012  10  25230000         6.78        -2.20        -6.03        -2.18
2012  10  25290000         6.45        -2.40        -5.77        -1.57
2012  10  25350000         6.46        -2.42        -5.81        -1.46
2012  10  25410000         6.54        -2.37        -5.80        -1.81
2012  10  25470000         6.40        -2.33        -5.74        -1.60
2012  10  25530000         6.61        -2.11        -6.05        -1.55
2012  10  25590000         6.62        -2.95        -5.49        -2.23
2012  10  25650000         6.66        -3.22        -5.29        -2.42
2012  10  25710000         6.65        -2.79        -5.45        -2.58
2012  10  25770000         6.67        -3.06        -4.91        -3.19
2012  10  25830000         6.72        -3.16        -4.79        -3.48
2012  10  25890000         6.75        -3.24        -4.88        -3.33
2012  10  25950000         6.67        -3.09        -4.51        -3.79
2012  10  26010000         6.67        -3.34        -3.92        -4.22
2012  10  26070000         6.68        -3.45        -3.67        -4.36
2012  10  26130000         6.60        -3.37        -3.81        -4.16
2012  10  26190000         6.55        -2.71        -4.52        -3.87
2012  10  26250000         6.54        -3.14        -4.18        -3.93
2012  10  26310000         6.59        -2.97        -4.43        -3.86
2012  10  26370000         6.60        -2.97        -4.56        -3.71
2012  10  26430000         6.66        -3.04        -4.59        -3.74
2012  10  26490000         6.60        -3.10        -4.55        -3.64
2012  10  26550000         6.52        -3.05        -4.42        -3.68
2012  10  26610000         6.49        -3.39        -3.90        -3.88
2012  10  26670000         6.63        -3.33        -4.35        -3.67
2012  10  26730000         6.67        -3.12        -4.67        -3.58
2012  10  26790000         6.56        -2.12        -4.81        -3.93
2012  10  26850000         6.45        -1.78        -4.74        -3.98
2012  10  26910000         6.40        -2.51        -4.48        -3.82
2012  10  26970000         6.49        -2.63        -4.41        -3.97
2012  10  27030000         6.54        -2.59        -4.58        -3.87
2012  10  27090000         6.48        -2.25        -4.74        -3.80
2012  10  27150000         6.46        -2.15        -4.74        -3.70
2012  10  27210000         6.34         0.19        -5.68        -2.79
2012  10  27270000         6.36         0.67        -5.35        -3.35
2012  10  27330000         6.42         0.63        -5.41        -3.37
2012  10  27390000         6.48         0.79        -5.77        -2.75
2012  10  27450000         6.44         1.92        -5.90        -1.47
2012  10  27510000         6.44         0.45        -5.77        -2.62
2012  10  27570000         6.46        -0.61        -5.10        -3.89
2012  10  27630000         6.47        -0.62        -4.91        -4.15
2012  10  27690000         6.48        -0.59        -4.79        -4.32
2012  10  27750000         6.42        -0.75        -4.65        -4.35
2012  10  27810000         6.40        -0.89        -4.54        -4.41
2012  10  27870000         6.24        -0.76        -4.41        -4.36
2012  10  27930000         6.14        -0.71        -4.38        -4.24
2012  10  27990000         6.02        -0.62        -4.30        -4.17
2012  10  28050000         6.06        -0.71        -4.13        -4.37
2012  10  28110000         6.40        -0.88        -4.13        -4.81
2012  10  28170000         6.53        -1.11        -3.87        -5.14
2012  10  28230000         6.50        -0.86        -2.80        -5.79
2012  10  28290000         6.52        -1.01        -2.97        -5.71
2012  10  28350000         6.45        -1.19        -2.72        -5.73
2012  10  28410000         5.98        -1.99        -2.08        -5.13
2012  10  28470000         5.78        -3.23         0.01        -4.69
2012  10  28530000         5.85        -3.99        -0.21        -4.22
2012  10  28590000         5.87        -4.11         0.11        -4.15
2012  10  28650000         5.91        -4.23        -1.13        -3.94
2012  10  28710000         5.91        -4.35        -1.50        -3.63
2012  10  28770000         5.78        -3.13        -2.10        -4.21
2012  10  28830000         6.03        -2.89        -2.67        -4.56
2012  10  28890000         6.15        -3.17        -2.68        -4.53
2012  10  28950000         6.12        -3.44        -2.77        -4.18
2012  10  29010000         6.14        -3.10        -2.76        -4.51
2012  10  29070000         6.19        -3.44        -2.44        -4.51
2012  10  29130000         6.08        -3.98        -2.06        -4.10
2012  10  29190000         6.18        -3.96        -2.52        -4.01
2012  10  29250000         5.83        -4.82        -0.07        -2.16
2012  10  29310000         6.13        -1.09        -3.46        -4.59
2012  10  29370000         6.20        -0.63        -4.43        -4.25
2012  10  29430000         5.99        -0.95        -4.11        -4.24
2012  10  29490000         5.83        -1.11        -4.20        -3.87
2012  10  29550000         5.77        -1.03        -4.24        -3.77
2012  10  29610000         5.75        -1.36        -3.88        -3.99
2012  10  29670000         5.93        -2.48        -4.23        -3.32
2012  10  29730000         6.19        -2.67        -4.48        -3.34
2012  10  29790000         6.23        -2.83        -4.56        -3.17
2012  10  29850000         6.25        -2.78        -4.66        -3.10
2012  10  29910000         6.19        -2.66        -4.60        -3.16
2012  10  29970000         6.04        -2.55        -4.45        -3.18
2012  10  30030000         5.96        -2.50        -4.18        -3.42
2012  10  30090000         5.97        -2.68        -4.60        -2.41
2012  10  30150000         5.90        -2.77        -4.97        -1.59
2012  10  30210000         5.91        -2.66        -4.98        -1.74
2012  10  30270000         5.80        -2.44        -4.94        -1.80
2012  10  30330000         5.78        -2.47        -4.89        -1.83
2012  10  30390000         5.73        -2.44        -4.86        -1.81
2012  10  30450000         5.87        -2.52        -5.04        -1.65
2012  10  30510000         5.87        -2.50        -5.04        -1.67
2012  10  30570000         5.77        -2.44        -4.83        -1.99
2012  10  30630000         5.75        -2.15        -5.01        -1.81
2012  10  30690000         5.78        -2.14        -5.01        -1.87
2012  10  30750000         5.79        -1.62        -5.02        -2.38
2012  10  30810000         5.77        -1.75        -5.02        -2.23
2012  10  30870000         5.76        -1.54        -4.86        -2.60
2012  10  30930000         5.81        -1.67        -5.25        -1.83
2012  10  30990000         5.84        -1.68        -5.27        -1.86
2012  10  31050000         5.78        -1.83        -5.24        -1.61
2012  10  31110000         5.68        -2.15        -4.97        -1.70
2012  10  31170000         5.54        -1.96        -5.00        -1.36
2012  10  31230000         5.55        -2.13        -4.87        -1.57
2012  10  31290000         5.58        -2.24        -4.79        -1.73
2012  10  31350000         5.52        -1.94        -4.87        -1.71
2012  10  31410000         5.53        -2.05        -4.76        -1.89
2012  10  31470000         5.49        -1.86        -4.84        -1.78
2012  10  31530000         5.48        -1.86        -4.84        -1.77
2012  10  31590000         5.51        -1.78        -4.98        -1.54
2012  10  31650000         5.60        -1.64        -5.03        -1.82
2012  10  31710000         5.65        -1.77        -4.91        -2.13
2012  10  31770000         5.67        -1.62        -5.09        -1.89
2012  10  31830000         5.66        -1.63        -5.07        -1.91
2012  10  31890000         5.60        -1.53        -5.04        -1.89
2012  10  31950000         5.57        -1.66        -4.88        -2.09
2012  10  32010000         5.55        -1.60        -4.72        -2.41
2012  10  32070000         5.55        -1.33        -4.90        -2.22
2012  10  32130000         5.52        -1.42        -4.80        -2.32
2012  10  32190000         5.48        -1.52        -4.67        -2.42
2012  10  32250000          NaN          NaN          NaN          NaN
2012  10  32310000          NaN          NaN          NaN          NaN
2012  10  32370000         5.18        -1.29        -4.69        -1.68
2012  10  32430000         5.11        -1.28        -4.64        -1.64
2012  10  32490000         4.93        -0.52        -3.78        -3.08
2012  10  32550000         4.71         0.10        -2.71        -3.79
2012  10  32610000          NaN          NaN          NaN          NaN
2012  10  32670000         4.68        -0.25        -2.59        -3.80
2012  10  32730000         4.99        -0.25        -1.44        -4.75
2012  10  32790000         4.96        -0.33        -2.27        -4.37
2012  10  32850000         4.54        -0.11        -1.11        -4.20
2012  10  32910000         4.44        -0.66        -3.97        -1.68
2012  10  32970000         4.19        -0.81        -3.93        -1.02
2012  10  33030000         3.87        -0.45        -3.50        -1.53
2012  10  33090000         2.34        -0.26        -1.16        -1.93
2012  10  33150000         2.80        -0.40        -1.19        -2.37
2012  10  33210000         2.87        -0.26        -1.44        -2.00
2012  10  33270000         3.36        -0.17        -2.74        -1.88
2012  10  33330000         3.53         0.03        -1.82        -2.85
2012  10  33390000         3.38        -0.13         0.94        -3.03
2012  10  33450000         3.60        -0.57        -2.24        -2.66
2012  10  33510000         3.82        -0.22        -2.95        -2.41
2012  10  33570000         3.47        -0.41        -2.33        -2.48
2012  10  33630000         3.77        -0.49        -2.51        -2.75
2012  10  33690000         3.52        -0.52        -2.55        -2.36
2012  10  33750000         3.68        -0.65        -2.65        -2.39
2012  10  33810000         3.98        -0.74        -2.85        -2.65
2012  10  33870000         4.76        -1.48        -4.35        -0.73
2012  10  33930000         4.73        -1.70        -4.37        -0.54
2012  10  33990000         4.17        -0.62        -3.46        -1.85
2012  10  34050000         4.25         0.61        -2.55        -3.31
2012  10  34110000         4.29         1.20        -1.63        -3.64
2012  10  34170000         4.24         1.64        -1.29        -3.38
2012  10  34230000         4.33         1.43        -2.71        -2.55
2012  10  34290000         4.56         1.82        -1.50        -3.89
2012  10  34350000         4.57         2.15        -1.15        -3.83
2012  10  34410000         4.48         1.53        -2.34        -3.41
2012  10  34470000         4.45         1.58        -1.84        -3.62
2012  10  34530000         4.40         2.11        -0.94        -3.73
2012  10  34590000         4.43         2.41        -1.39        -3.44
2012  10  34650000         4.38         2.53        -1.55        -3.19
2012  10  34710000         4.38         3.12        -1.44        -2.69
2012  10  34770000         4.46         3.13        -1.88        -2.41
2012  10  34830000         4.49         2.91        -2.30        -2.45
2012  10  34890000         4.58         2.45        -2.09        -3.15
2012  10  34950000         4.54         2.12        -2.66        -2.94
2012  10  35010000         4.47         2.65        -1.60        -3.13
2012  10  35070000         4.48         2.73        -2.03        -2.76
2012  10  35130000         4.49         2.69        -3.20        -1.51
2012  10  35190000         4.48         2.41        -2.27        -2.52
2012  10  35250000         4.60         1.59        -1.06        -4.15
2012  10  35310000         4.61         1.88        -0.76        -4.07
2012  10  35370000         4.64         2.26        -0.23        -4.04
2012  10  35430000         4.43         2.21        -0.01        -3.81
2012  10  35490000         4.37         2.16        -0.96        -3.57
2012  10  35550000         4.21         1.92        -0.90        -3.54
2012  10  35610000         4.58         1.95        -1.21        -3.90
2012  10  35670000         4.68         1.98        -0.93        -4.11
2012  10  35730000         4.43         2.02         0.80        -3.35
2012  10  35790000         4.20         1.44         3.47        -1.48
2012  10  35850000         4.28         1.61         3.08        -2.42
2012  10  35910000         4.43         1.87         2.36        -3.21
2012  10  35970000         4.51         1.76         1.24        -3.91
2012  10  36030000         4.70         1.27         1.83        -4.10
2012  10  36090000         4.77         0.78         1.88        -4.26
2012  10  36150000         4.77         0.71         2.38        -4.05
2012  10  36210000         4.55        -0.20         3.39        -2.76
2012  10  36270000         4.59        -0.82         4.24        -1.34
2012  10  36330000         4.60        -0.40         3.87        -1.18
2012  10  36390000         4.65         0.67         3.51        -2.93
2012  10  36450000         4.62         0.96         1.78        -3.91
2012  10  36510000         4.66         1.31        -0.48        -4.35
2012  10  36570000         4.78         1.08        -0.12        -4.58
2012  10  36630000         4.72         1.08        -1.66        -4.18
2012  10  36690000         4.77         1.25        -0.56        -4.56
2012  10  36750000         4.67         1.14         3.39        -2.26
2012  10  36810000         4.87         0.83         4.46        -1.49
2012  10  36870000         4.88         0.96         4.46        -1.62
2012  10  36930000         4.88         1.45         4.31        -1.71
2012  10  36990000         4.82        -0.32         4.11        -2.36
2012  10  37050000         4.78         0.93         3.77        -2.74
2012  10  37110000         4.73         1.05         3.69        -2.73
2012  10  37170000         4.77         1.05         3.74        -2.75
2012  10  37230000         4.42         1.98         0.96        -2.97
2012  10  37290000         4.51         1.36         3.04        -2.74
2012  10  37350000         4.68         1.68         3.30        -2.84
2012  10  37410000         4.64         1.85         3.03        -2.97
2012  10  37470000         4.63         2.20         2.22        -3.36
2012  10  37530000         4.61         1.86         2.69        -3.21
2012  10  37590000         4.51         2.06        -0.50        -3.04
2012  10  37650000         4.54         2.47         0.28        -3.71
2012  10  37710000         4.59         2.17         0.33        -3.76
2012  10  37770000         4.59         2.92         0.78        -3.39
2012  10  37830000         4.67         2.31         1.69        -3.66
2012  10  37890000         4.69         1.89         1.18        -3.82
2012  10  37950000         4.33         0.61        -3.34        -2.11
2012  10  38010000         4.34         1.16        -1.18        -3.98
2012  10  38070000         4.15         1.07        -3.17        -2.28
2012  10  38130000         3.73         0.66        -3.53        -0.74
2012  10  38190000         3.87         1.67        -2.06        -2.31
2012  10  38250000         4.01         1.79         1.72        -3.02
2012  10  38310000         4.38         2.25         1.91        -3.18
2012  10  38370000         4.49         2.05         2.29        -3.21
2012  10  38430000         4.50         2.16         2.04        -3.35
2012  10  38490000         4.53         2.14         1.77        -3.57
2012  10  38550000         4.53         2.43         1.23        -3.62
2012  10  38610000         4.49         2.42         1.43        -3.46
2012  10  38670000         4.40         1.80         1.48        -3.71
2012  10  38730000         4.29         1.18        -1.34        -3.17
2012  10  38790000         4.16         1.09        -3.10        -2.52
2012  10  38850000         4.69         0.39        -4.08        -2.26
2012  10  38910000         4.83         0.02        -4.30        -2.17
2012  10  38970000         4.72        -0.54        -4.21        -2.06
2012  10  39030000         4.50        -0.68        -4.05        -1.82
2012  10  39090000         4.50        -0.69        -4.13        -1.63
2012  10  39150000         4.47        -1.20        -4.01        -1.55
2012  10  39210000         4.54        -1.54        -3.96        -1.52
2012  10  39270000         4.82        -1.26        -4.14        -2.10
2012  10  39330000         5.00        -1.47        -4.27        -2.14
2012  10  39390000         4.96        -1.68        -4.21        -2.03
2012  10  39450000         4.93        -1.56        -4.19        -2.07
2012  10  39510000         4.98        -1.55        -4.37        -1.75
2012  10  39570000         4.96        -1.51        -4.44        -1.58
2012  10  39630000         5.22        -1.03        -4.40        -2.61
2012  10  39690000         5.07        -1.25        -4.14        -2.63
2012  10  39750000         4.98        -1.48        -4.17        -2.25
2012  10  39810000         4.99        -1.70        -4.17        -2.11
2012  10  39870000         4.98        -2.09        -4.05        -1.98
2012  10  39930000         4.84        -2.40        -3.95        -1.38
2012  10  39990000          NaN          NaN          NaN          NaN
2012  10  40050000         4.80        -1.78        -3.78        -2.34
2012  10  40110000         4.72        -1.48        -4.05        -1.88
2012  10  40170000         4.77        -1.41        -4.21        -1.64
2012  10  40230000         4.80        -1.61        -3.89        -2.30
2012  10  40290000         4.74        -1.80        -3.62        -2.46
2012  10  40350000         4.77        -2.26        -3.48        -2.33
2012  10  40410000         4.79        -2.23        -3.52        -2.35
2012  10  40470000         4.80        -2.32        -3.56        -2.23
2012  10  40530000         4.89        -1.68        -3.82        -2.49
2012  10  40590000         4.69        -2.00        -3.54        -2.27
2012  10  40650000         4.67        -2.44        -3.48        -1.89
2012  10  40710000         4.86        -2.52        -3.74        -1.76
2012  10  40770000         4.74        -2.80        -3.57        -1.30
2012  10  40830000         4.60        -2.27        -3.59        -1.74
2012  10  40890000          NaN          NaN          NaN          NaN
2012  10  40950000         4.35        -0.91        -3.21        -2.72
2012  10  41010000         4.35        -1.02        -2.79        -3.13
2012  10  41070000         4.32        -0.52        -2.81        -3.22
2012  10  41130000         4.31        -0.56        -2.78        -3.21
2012  10  41190000         4.34        -0.49        -2.89        -3.16
2012  10  41250000         4.53        -0.72        -2.79        -3.45
2012  10  41310000         4.61        -0.61        -2.61        -3.70
2012  10  41370000         4.06        -0.17        -2.65        -3.03
2012  10  41430000         3.81         0.86        -3.69        -0.00
2012  10  41490000         3.27         1.37        -2.70         0.63
2012  10  41550000         3.16         2.49        -1.58         0.56
2012  10  41610000         3.05         2.43        -1.60        -0.21
2012  10  41670000         3.03         2.14        -2.12        -0.09
2012  10  41730000         3.02         1.50        -2.61         0.07
2012  10  41790000         3.08         1.19        -2.82         0.06
2012  10  41850000         2.89         1.00        -2.70        -0.06
2012  10  41910000         2.76         0.78        -2.61        -0.36
2012  10  41970000         2.72         0.65        -2.59        -0.52
2012  10  42030000         2.52         0.07        -2.13        -1.34
2012  10  42090000         2.92         1.65        -1.88         0.11
2012  10  42150000         3.14         2.33        -1.93         0.81
2012  10  42210000         3.37         2.45        -2.30         0.01
2012  10  42270000         3.04         2.15        -2.10         0.38
2012  10  42330000         3.18         2.24        -2.19         0.53
2012  10  42390000         3.22         2.37        -2.14         0.36
2012  10  42450000         3.25         2.42        -2.10         0.45
2012  10  42510000         3.22         2.22        -2.25         0.54
2012  10  42570000         3.20         2.28        -2.15         0.54
2012  10  42630000         3.40         2.47        -2.23         0.68
2012  10  42690000         3.54         2.42        -2.48         0.66
2012  10  42750000         3.41         2.39        -2.34         0.64
2012  10  42810000         3.18         2.32        -2.15         0.21
2012  10  42870000         3.23         2.37        -2.13         0.15
2012  10  42930000         3.22         1.70        -2.60         0.57
2012  10  42990000         2.89         1.64        -2.24         0.52
2012  10  43050000         2.54         1.49        -2.01         0.44
2012  10  43110000         2.58         1.35        -2.16         0.23
2012  10  43170000         2.83         0.77        -2.58        -0.31
2012  10  43230000         3.12         0.23        -2.89        -1.09
2012  10  43290000         3.33        -0.40        -2.73        -1.84
2012  10  43350000         4.21        -0.57        -3.78        -1.76
2012  10  43410000         3.78        -0.64        -3.50        -1.27
2012  10  43470000         4.12        -0.18        -3.91        -1.22
2012  10  43530000         3.44         0.04        -3.22        -1.14
2012  10  43590000         2.95         0.52        -1.91         0.12
2012  10  43650000         3.28         1.33         1.56         2.31
2012  10  43710000         3.46         1.69         1.91         2.31
2012  10  43770000         2.66         1.23         0.40         1.26
2012  10  43830000         2.82        -0.02        -2.72        -0.57
2012  10  43890000         3.42        -0.31        -3.22        -1.06
2012  10  43950000         3.16        -0.52        -2.85        -1.01
2012  10  44010000         3.32         1.78        -1.10         0.89
2012  10  44070000         3.58         1.77         1.24         2.60
2012  10  44130000         3.84         2.07         1.72         2.71
2012  10  44190000         3.79         2.09         1.77         2.53
2012  10  44250000         3.89         2.33         2.00         2.38
2012  10  44310000         3.65         2.54         1.14         2.35
2012  10  44370000         3.41         2.37         0.84         2.28
2012  10  44430000         2.66         1.68        -1.09         0.94
2012  10  44490000         3.06         1.98        -1.33         1.02
2012  10  44550000         3.40         2.73         0.51         1.52
2012  10  44610000         3.42         2.82         1.18         1.41
2012  10  44670000         3.34         2.52         1.74         1.18
2012  10  44730000         3.44         1.68        -1.72         0.56
2012  10  44790000         3.57         0.96        -3.16        -0.78
2012  10  44850000         4.13         1.26        -3.90         0.14
2012  10  44910000         4.19         1.19        -3.99         0.32
2012  10  44970000         4.11         0.96        -3.97         0.10
2012  10  45030000         3.96         0.49        -3.91        -0.37
2012  10  45090000         3.84         0.08        -3.77        -0.59
2012  10  45150000         3.90        -1.11        -3.59        -1.01
2012  10  45210000         3.98        -1.47        -3.53        -1.05
2012  10  45270000         3.98        -0.99        -3.65        -1.19
2012  10  45330000         3.95        -1.21        -3.58        -1.08
2012  10  45390000         4.03        -1.18        -3.67        -1.10
2012  10  45450000         4.02        -1.38        -3.43        -1.25
2012  10  45510000         3.99        -0.10        -3.96        -0.30
2012  10  45570000         3.95        -0.14        -3.89        -0.63
2012  10  45630000         4.03         0.20        -3.94        -0.19
2012  10  45690000         4.03         0.50        -3.98        -0.04
2012  10  45750000         4.02         0.03        -3.93         0.25
2012  10  45810000         4.14        -0.42        -4.11        -0.22
2012  10  45870000         4.04        -0.39        -4.01         0.13
2012  10  45930000         3.94        -0.10        -3.92        -0.13
2012  10  45990000         4.00         0.16        -3.95        -0.38
2012  10  46050000         4.06         0.79        -3.96        -0.09
2012  10  46110000         4.11         0.35        -3.99        -0.07
2012  10  46170000         4.18         0.01        -4.11        -0.72
2012  10  46230000         4.16        -0.13        -4.12        -0.49
2012  10  46290000         4.16        -0.20        -4.08        -0.74
2012  10  46350000         4.16        -0.34        -4.07        -0.75
2012  10  46410000         4.18        -0.32        -4.16        -0.21
2012  10  46470000         4.09        -0.19        -4.07         0.00
2012  10  46530000         4.34        -0.14        -4.32        -0.26
2012  10  46590000         4.54        -0.43        -4.51         0.20
2012  10  46650000         4.61        -0.40        -4.59        -0.01
2012  10  46710000         4.47        -0.59        -4.43         0.13
2012  10  46770000         4.48        -0.62        -4.43        -0.15
2012  10  46830000         4.29        -0.15        -4.18        -0.86
2012  10  46890000         4.20        -0.24        -3.52        -2.13
2012  10  46950000         4.36        -0.13        -3.54        -2.32
2012  10  47010000         4.48        -0.63        -3.14        -3.11
2012  10  47070000         4.62        -0.75        -2.52        -3.79
2012  10  47130000         4.63        -0.02        -2.92        -0.34
2012  10  47190000         4.60         0.52        -3.66         2.73
2012  10  47250000         4.53         0.46        -3.39         2.95
2012  10  47310000         4.74         1.29        -3.74         2.56
2012  10  47370000         4.87         1.17        -4.29         1.96
2012  10  47430000         4.84         0.85        -4.57         1.32
2012  10  47490000         4.86         0.72        -4.65         1.21
2012  10  47550000         4.96         0.74        -4.72         1.31
2012  10  47610000         4.93         0.67        -4.82         0.75
2012  10  47670000         5.00         0.70        -4.87         0.84
2012  10  47730000         4.97         0.55        -4.89         0.65
2012  10  47790000         4.78         0.74        -4.69         0.50
2012  10  47850000         4.72         0.75        -4.65         0.08
2012  10  47910000         4.64         0.51        -4.59         0.13
2012  10  47970000         4.73         0.90        -4.60        -0.53
2012  10  48030000         4.74         0.85        -4.51        -1.07
2012  10  48090000         4.80         0.65        -4.68        -0.80
2012  10  48150000         4.81         0.59        -4.68        -0.88
2012  10  48210000         4.74         0.66        -4.61        -0.65
2012  10  48270000         4.71         0.48        -4.53        -1.16
2012  10  48330000         4.69        -0.01        -4.31        -1.62
2012  10  48390000         4.66         0.04        -4.41        -1.41
2012  10  48450000         4.57         0.04        -4.25        -1.64
2012  10  48510000         4.53         0.02        -4.20        -1.67
2012  10  48570000         4.31        -0.32        -3.93        -1.73
2012  10  48630000         4.26        -0.34        -3.99        -1.39
2012  10  48690000         4.34        -0.30        -3.99        -1.67
2012  10  48750000         4.44        -0.11        -4.09        -1.73
2012  10  48810000         4.48        -0.01        -4.05        -1.89
2012  10  48870000         4.27        -0.06        -3.87        -1.80
2012  10  48930000         4.45        -0.33        -4.25        -1.22
2012  10  48990000         3.93         0.17        -3.59        -1.28
2012  10  49050000         3.71         1.74        -2.76        -1.47
2012  10  49110000         3.51        -0.35        -3.24        -1.10
2012  10  49170000         3.41        -0.38        -3.25        -0.84
2012  10  49230000         3.03         0.28        -2.81        -0.99
2012  10  49290000         2.43         0.08        -1.98        -1.16
2012  10  49350000         1.76        -0.19        -1.51        -0.69
2012  10  49410000          NaN          NaN          NaN          NaN
2012  10  49470000         2.49        -0.52        -2.39         0.43
2012  10  49530000         4.33        -1.07        -4.17         0.30
2012  10  49590000         4.42        -0.97        -4.27         0.42
2012  10  49650000         4.15        -0.95        -3.93         0.46
2012  10  49710000         2.98        -0.06        -1.95        -0.06
2012  10  49770000         3.23         2.18         1.04        -1.99
2012  10  49830000         3.09         2.66         0.96        -1.09
2012  10  49890000         2.77         2.14         1.70        -0.37
2012  10  49950000         3.53         2.60         2.02        -0.83
2012  10  50010000         3.51         2.52         2.15        -0.77
2012  10  50070000         3.63         2.66         2.40        -0.48
2012  10  50130000         3.71         2.99         2.17        -0.18
2012  10  50190000         3.83         3.34         1.83        -0.07
2012  10  50250000         3.85         3.40         1.79        -0.06
2012  10  50310000         3.81         3.19         1.93         0.62
2012  10  50370000         3.91         3.14         2.05         1.08
2012  10  50430000         3.63         2.71         2.11         1.11
2012  10  50490000         2.10         0.43         0.36        -1.22
2012  10  50550000         2.78        -1.38        -0.83        -2.26
2012  10  50610000         2.67        -1.26        -0.49        -2.24
2012  10  50670000         2.76        -0.70        -1.07        -2.43
2012  10  50730000         3.04        -1.26        -1.24        -2.45
2012  10  50790000         4.10        -1.75        -1.22        -3.48
2012  10  50850000         4.47        -1.33        -3.83        -0.60
2012  10  50910000         4.50        -1.52        -4.23        -0.18
2012  10  50970000         4.80        -1.49        -4.13        -1.42
2012  10  51030000         5.05        -1.02        -4.40        -2.15
2012  10  51090000         4.80        -0.76        -4.56        -1.11
2012  10  51150000         4.93        -0.78        -4.77        -0.92
2012  10  51210000         4.72        -0.86        -4.57        -0.62
2012  10  51270000         4.58        -0.51        -4.52        -0.47
2012  10  51330000         4.78        -0.88        -4.64        -0.74
2012  10  51390000         5.03        -1.22        -4.73        -1.12
2012  10  51450000         5.11        -1.32        -4.76        -1.23
2012  10  51510000         5.24        -1.13        -4.94        -1.26
2012  10  51570000         5.23        -1.58        -4.96        -0.21
2012  10  51630000         5.14        -1.37        -4.84         0.13
2012  10  51690000         4.93        -0.30        -4.61        -1.71
2012  10  51750000         5.04        -0.18        -4.45        -2.33
2012  10  51810000         5.09         0.30        -4.52        -2.31
2012  10  51870000         5.01        -0.34        -4.87        -0.90
2012  10  51930000         5.01        -0.44        -4.78        -1.33
2012  10  51990000         5.11        -0.18        -4.26         0.92
2012  10  52050000         5.14         0.79        -4.15         2.88
2012  10  52110000         5.21         0.42        -4.65         2.28
2012  10  52170000         5.24        -0.28        -4.93         1.73
2012  10  52230000         5.30         0.08        -5.04         1.41
2012  10  52290000         5.31        -0.34        -5.15         1.18
2012  10  52350000         5.29        -0.36        -4.99         1.58
2012  10  52410000         5.31        -0.39        -5.14         1.19
2012  10  52470000         5.35        -0.08        -5.27         0.53
2012  10  52530000         5.31        -0.26        -5.27         0.53
2012  10  52590000         5.29        -0.43        -5.24         0.47
2012  10  52650000         5.30        -0.35        -5.24         0.63
2012  10  52710000         5.30        -0.77        -5.21         0.46
2012  10  52770000         5.31        -0.98        -5.21         0.25
2012  10  52830000         5.40        -0.47        -5.36         0.00
2012  10  52890000         5.42        -0.63        -5.38         0.02
2012  10  52950000         5.41        -2.21        -4.68        -1.44
2012  10  53010000         5.47        -2.44        -4.62        -1.57
2012  10  53070000         5.46        -2.30        -4.69        -1.54
2012  10  53130000         5.45        -2.82        -4.38        -1.55
